Country	Region	Crop	precipitation	altitude	Tree_latin	locallyAdapted	food	erosionControl	pestControl	biodiversity	diseaseControl	microclimate	improvedCoffeeProductivity	improvedCoffeeLongevity	pruning	fallingBranches	nutrients	fuelwood	fodder	protecfromcold	fruit	growth	Income	improvedCoffeeQuality	mulch	improvedCocoaLongevity	lowCompetition	improvedMacaboProduction	medicinal	protectfromhail	windbreak	protectfromheat	otherproducts	shade	for workers	soilMoisture	soilFertility	timber	weedControl
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Ficus ovata	NA	NA	3.61	NA	NA	NA	3.46	3.33	3.41	NA	NA	NA	4.63	NA	NA	NA	NA	NA	NA	3.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	NA	2.96	3.47
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Prunus africana	NA	NA	1.51	3.6	NA	1.63	1.59	1.86	1.97	NA	NA	NA	3.99	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	3.29	2.43
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Ficus sycomorus	NA	NA	1.79	NA	NA	NA	2.03	2.61	2.42	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	2.09	2.87
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Calliandra calothyrsus	NA	NA	1.13	NA	NA	NA	0.13	1.75	1.8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	0	0.21
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Musa paradisiaca	NA	5	1.13	NA	NA	NA	1.69	2.51	2.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	1.09
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Cordia africana	NA	NA	4.56	NA	NA	NA	5	5	5	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4.56	5
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Jacaranda mimosifolia	NA	NA	1.71	2.51	NA	1.15	1.18	1.66	2.03	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	1.74	1.51
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Erythrina abyssinica	NA	NA	1.09	NA	NA	NA	1.41	1.36	2.02	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	1.23	1.62
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Musa paradisiaca	NA	5	2.23	NA	NA	NA	2.46	2.55	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24	NA	NA	1.54
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Psidium guajava	NA	0	0.66	2.85	NA	1.27	0	1.23	0.99	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	0.42	0
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Ficus mucosa	NA	NA	4.53	4.32	NA	4.31	4	4.13	4.32	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	4.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.65	NA	3.29	4.56
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Artocarpus heterophyllus	NA	1.19	1.79	NA	NA	NA	1.77	1.99	1.67	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	NA	1.69	2.11
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Faidherbia albida	NA	NA	0.05	NA	NA	NA	1.48	1.9	2.27	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	2.11	1.96
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Artocarpus heterophyllus	NA	1.6	1.54	2.84	NA	2.04	1.77	1.86	2.15	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	1.47	1.95
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Azadirachta indica	NA	NA	0.7	NA	NA	NA	2.15	1.07	1.97	NA	NA	NA	2.72	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	1.23	0.98
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Milicia excelsa	NA	NA	2.11	NA	NA	NA	1.8	2.26	2.78	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	NA	5	2.1
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Psidium guajava	NA	0	0	NA	NA	NA	0	0.93	0.59	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	0	0.07
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Persea americana	NA	1.68	1.79	NA	NA	NA	2.21	1.81	1.58	NA	NA	NA	2.25	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	2.83	1.68
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Artocarpus heterophyllus	NA	1.55	1.43	NA	NA	NA	1.83	1.36	2.36	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA	0.84	2.01
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Spathodea campanulata	NA	NA	1.69	NA	NA	NA	2.11	2.39	2.12	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77	NA	2.28	2.32
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Vitex doniana	NA	NA	1.6	3.3	NA	1.22	1.66	2.05	2.22	NA	NA	NA	3.27	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	2.4	1.86
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Cordia africana	NA	NA	4.5	NA	NA	NA	5	4.79	5	NA	NA	NA	4.15	NA	NA	NA	NA	NA	NA	4.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.96	NA	4.45	4.92
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Mangifera indica	NA	1.74	2.22	3.21	NA	1.59	2.33	1.89	2.12	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	1.69	2.09
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Albizia coriaria	NA	NA	4.16	NA	NA	NA	4.73	4.74	4.87	NA	NA	NA	4.16	NA	NA	NA	NA	NA	NA	3.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.82	NA	4.11	4.39
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Faidherbia albida	NA	NA	1.54	3.83	NA	2.58	2.08	2.16	2.08	NA	NA	NA	2.98	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	NA	2.35	2.02
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Ficus mucosa	NA	NA	5	NA	NA	NA	NA	4.65	4.79	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	3.92
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Milicia excelsa	NA	NA	1.76	NA	NA	NA	2.13	1.75	1.9	NA	NA	NA	2.97	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4.37	1.9
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Albizia coriaria	NA	NA	3.48	NA	NA	NA	3.3	3.43	3.55	NA	NA	NA	3.82	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	NA	3.46	3.48
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Erythrina abyssinica	NA	NA	1.46	0	NA	1.92	1.36	2.04	2.14	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA	1.86	1.89
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Ficus sur	NA	NA	2.83	NA	NA	NA	2.41	3.7	3.67	NA	NA	NA	3.11	NA	NA	NA	NA	NA	NA	4.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA	2.73	3.41
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Markhamia lutea	NA	NA	1.11	NA	NA	NA	1.63	1.51	1.52	NA	NA	NA	3.77	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	2.98	1.4
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Ficus ovata	NA	NA	3.46	3.83	NA	3.56	3.32	3.5	3.77	NA	NA	NA	3.86	NA	NA	NA	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.84	NA	3.13	3.53
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Aleurites moluccana	NA	NA	0.85	NA	NA	NA	1.76	1.98	2.12	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA	3.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	2.78	0.98
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Vernonia auriculifera	NA	NA	0.44	NA	NA	NA	1.13	2.21	2.52	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	2.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	1.49	0.95
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Musa paradisiaca	NA	5	1.13	NA	NA	NA	2.06	2.17	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	NA	NA	1.51
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Croton macrostachyus	NA	NA	1.35	1.85	NA	1.34	1.95	1.99	2.15	NA	NA	NA	3.58	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	2.76	2.08
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Markhamia lutea	NA	NA	0.84	NA	NA	NA	1.1	1.31	1.63	NA	NA	NA	3.05	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	3.04	0.92
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Grevillea robusta	NA	NA	1.9	1.89	NA	1.38	1.72	1.9	1.98	NA	NA	NA	3.6	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	3.86	1.48
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Rauvolfia caffra	NA	NA	2.06	3.04	NA	2.43	1.9	2.49	2.5	NA	NA	NA	2.06	NA	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA	2.34	2.28
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Eucalyptus grandis	NA	NA	0.34	NA	NA	NA	0	0	0	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	0
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Ficus natalensis	NA	NA	4.1	3.64	NA	3.33	3.16	3.59	3.68	NA	NA	NA	3.74	NA	NA	NA	NA	NA	NA	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.81	NA	2.46	3.52
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Eucalyptus grandis	NA	NA	1.83	NA	NA	NA	0.88	0	0	NA	NA	NA	4.95	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	0
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Ficus sur	NA	NA	3.85	NA	NA	NA	3.75	4.22	4.61	NA	NA	NA	4.44	NA	NA	NA	NA	NA	NA	4.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.48	NA	3.08	4.34
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Spathodea campanulata	NA	NA	1.69	NA	NA	NA	2.04	2.76	2.95	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	3.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	2.85	2.16
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Croton macrostachyus	NA	NA	0.39	NA	NA	NA	1.64	2.09	2.29	NA	NA	NA	2.89	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	2.54	1.63
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Aleurites moluccana	NA	NA	1.71	2.45	NA	1.58	2.07	1.79	2.09	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3.07	1.44
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Grevillea robusta	NA	NA	1.4	NA	NA	NA	1.75	1.63	1.81	NA	NA	NA	3.19	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA	3.61	1.48
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Spathodea campanulata	NA	NA	2.22	3.34	NA	2.63	2.21	2.68	2.85	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	NA	2.82	2.46
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Vitex doniana	NA	NA	1.34	NA	NA	NA	1.75	1.85	1.72	NA	NA	NA	3.24	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	NA	2.13	1.75
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Jacaranda mimosifolia	NA	NA	1.69	NA	NA	NA	1.25	1.34	2.18	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	1.43	1.53
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Ficus sur	NA	NA	3.57	3.4	NA	3.65	2.99	3.75	3.76	NA	NA	NA	3.94	NA	NA	NA	NA	NA	NA	3.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	3.03	3.74
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Vernonia auriculifera	NA	NA	1.62	1.67	NA	1.88	1.54	2.24	2.5	NA	NA	NA	2.31	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	1.66	1.48
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Ficus natalensis	NA	NA	3.53	NA	NA	NA	2.79	3.56	3.76	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	NA	2.31	3.34
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Prunus africana	NA	NA	0.56	NA	NA	NA	1.33	1.99	2.15	NA	NA	NA	3.3	NA	NA	NA	NA	NA	NA	2.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	3.03	2.07
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	High altitude	Albizia coriaria	NA	NA	1.83	NA	NA	NA	2.27	3.03	3.25	NA	NA	NA	2.89	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	2.66	2.69
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Carica papaya	NA	1.68	0	NA	NA	NA	0.3	1.02	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	0.52
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Ficus mucosa	NA	NA	4.51	NA	NA	NA	4.8	4.54	4.97	NA	NA	NA	4.99	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	3.25	5
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Ficus mucosa	NA	NA	4.02	NA	NA	NA	3.53	3.49	3.44	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	4.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.42	NA	2.8	3.77
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Mid altitude	Grevillea robusta	NA	NA	1.55	NA	NA	NA	1.62	1.27	1.17	NA	NA	NA	2.89	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	3.24	0.85
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	Low altitude	Spathodea campanulata	NA	NA	2.03	NA	NA	NA	2.32	2.41	3.21	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	NA	2.52	2.35
Uganda	Uganda (Mount Elgon)	Arabica coffee	All precipitation zones	All altitudes	Milicia excelsa	NA	NA	2.14	2.75	NA	2.17	1.85	2.29	2.51	NA	NA	NA	2.81	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	4.95	2.03
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Psidium guajava	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Senna siamea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	1.12
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Croton macrostachyus	NA	NA	NA	NA	NA	NA	NA	2.68	NA	NA	NA	NA	2.61	0.57	NA	NA	NA	NA	2.12	3.18	NA	NA	NA	NA	NA	2.24	2.37	NA	2.08	NA	3.43	3.07	NA	1.85
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Margaritaria discoidea	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	3.47	2.63	NA	NA	NA	NA	1.6	2.03	NA	NA	NA	NA	NA	1.15	1.77	NA	1.64	NA	1.82	2.07	NA	1.08
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Bridelia micrantha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	1.67	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.73	0.71	NA	0.42	NA	NA	0	NA	0
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Rauvolfia caffra	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA	NA	2.21	0	NA	NA	NA	NA	2.48	2.96	NA	NA	NA	NA	NA	1.93	2.54	NA	2.22	NA	4.41	3.01	NA	1.65
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Mangifera indica	NA	1.28	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	1.19	0.77	NA	NA	NA	NA	0	1.47	NA	NA	NA	NA	NA	1.05	1.95	NA	1.56	NA	0	0.62	NA	0.94
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Persea americana	NA	2.51	NA	NA	NA	NA	NA	1.58	NA	NA	NA	NA	1.69	1.95	NA	NA	NA	NA	0.78	2.72	NA	NA	NA	NA	NA	1.5	2.3	NA	2.04	NA	0.87	1.3	NA	2.7
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Markhamia lutea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	1.42
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Albizia schimperiana	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	4.49	0.15	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	5	5	NA	5	NA	5	5	NA	5
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Grevillea robusta	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	5	0.76	NA	NA	NA	NA	1.41	3.49	NA	NA	NA	NA	NA	3.33	2.24	NA	1.89	NA	1.73	2.6	NA	2.56
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Cordia africana	NA	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	NA	2.9	0.91	NA	NA	NA	NA	2.42	3.48	NA	NA	NA	NA	NA	2.93	2.72	NA	2.64	NA	2.61	3.14	NA	2.64
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Commiphora eminii	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1.04	1.97	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	0.63	0	NA	0	NA	0.49	1.04	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Musa spp.	NA	5	NA	NA	NA	NA	NA	2.57	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	2.19	3.62	NA	NA	NA	NA	NA	0.6	1.85	NA	1.63	NA	2.81	2.95	NA	1.58
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Carica papaya	NA	0.95	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.79	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Citrus limon	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Artocarpus heterophyllus	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.93	NA	0.38	NA	NA	1.02	NA	0.31
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Annona reticulata	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Citrus sinensis	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tanzania	Tanzania (Mt. Kilimanjaro)	Arabica coffee	All precipitation zones	All altitudes	Syzygium cumini	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	NA	NA	NA	NA	NA	NA	NA	NA
